respondent_id,survey_year,country,age,gender,education_level,years_of_experience,role,employment_status,company_size,work_mode,coding_hours_per_week,annual_salary_usd,job_satisfaction,career_satisfaction,primary_os,languages_used,frameworks_used,databases_used,cloud_platforms_used,ide_editor,ai_tools_used,ai_usage_frequency,ai_productivity_boost_pct,ai_sentiment,ai_job_threat_perception,primary_learning_source,open_source_contributor,looking_for_job,remote_work_preference_1to5,burnout_frequency,want_to_learn_next
R01506,2024,United States,33,Man,Associate degree,10,Back-End Developer,Full-time,51-200,Hybrid,35,163600,3,5,Windows,Bash/Shell;HTML/CSS;SQL;TypeScript,React;Bootstrap;Tailwind CSS,MariaDB;PostgreSQL,Cloudflare,Android Studio;Xcode;Vim/Neovim,Perplexity;GitHub Copilot;Gemini;Cursor AI,Monthly,17,Neutral,Minimal threat,Online courses,0,Not looking,4,Rarely,TypeScript;Kubernetes
R01507,2026,India,32,Man,Bachelor's degree,9,Full-Stack Developer,Full-time,11-50,Hybrid,23,17400,4,5,macOS,HTML/CSS,React;Svelte;Angular,Cassandra,AWS;Fly.io,VS Code,Codeium;ChatGPT;Cursor AI,Weekly,3,Very positive,Minimal threat,Official docs,0,Not looking,2,Rarely,Swift;Python
R01508,2024,Canada,31,Man,Self-taught / Bootcamp,9,Machine Learning Engineer,Full-time,11-50,In-Office,50,119400,4,5,macOS,JavaScript;Go;HTML/CSS;TypeScript,React,MongoDB,AWS,IntelliJ IDEA;VS Code;Eclipse,,Daily,17,Somewhat positive,Minimal threat,Blogs,0,Actively looking,4,Sometimes,Kotlin;Python;Web3
R01509,2022,United Kingdom,29,Man,Self-taught / Bootcamp,0,Full-Stack Developer,Full-time,51-200,In-Office,33,25900,5,5,Windows,JavaScript,Spring Boot;.NET;Vue.js,Microsoft SQL Server;MySQL,Vercel,IntelliJ IDEA;VS Code,GitHub Copilot;Gemini;Claude,Weekly,14,Neutral,Significant threat,Online courses,1,Open to offers,5,Rarely,Kubernetes;Web3;Kotlin
R01510,2023,Australia,25,Man,Bachelor's degree,0,DevOps / SRE,Full-time,10000+,In-Office,32,49300,1,5,Linux,Elixir;SQL;C++;Java;HTML/CSS;Rust,.NET;Express;htmx,MySQL;MariaDB;Microsoft SQL Server,Azure;Cloudflare,WebStorm;IntelliJ IDEA,Gemini;Codeium;ChatGPT,Daily,66,Somewhat positive,Significant threat,Blogs,0,Not looking,4,Often,TypeScript
R01511,2025,United States,19,Man,Bachelor's degree,0,Back-End Developer,Full-time,201-1000,Hybrid,28,59400,3,3,Windows,HTML/CSS;SQL;TypeScript;C;JavaScript,Node.js;Express;Nuxt.js;FastAPI;Laravel,Redis,Google Cloud;Azure;AWS,IntelliJ IDEA;VS Code;Cursor,ChatGPT;Claude Code;GitHub Copilot;Cursor AI,Multiple times daily,46,Somewhat negative,Significant threat,Colleagues,1,Not looking,5,Sometimes,AI/ML;HTMX;Rust
R01512,2022,Mexico,31,Man,Associate degree,6,Back-End Developer,Full-time,201-1000,Remote,33,40000,4,4,Windows,PHP;C++;Swift;C#,Tailwind CSS;Flask;Node.js,Firebase Realtime DB;Microsoft SQL Server,Azure,Visual Studio,GitHub Copilot;Cursor AI;Windsurf,Rarely,5,Somewhat positive,Significant threat,Online courses,0,Open to offers,4,Rarely,TypeScript
R01513,2026,Netherlands,40,Man,Self-taught / Bootcamp,16,Full-Stack Developer,Full-time,1001-5000,Remote,48,89300,5,4,Windows,Python,React;Angular;Next.js;Bootstrap,Firebase Realtime DB,Google Cloud;AWS,Vim/Neovim,GitHub Copilot;Codeium;Claude;ChatGPT,Daily,15,Very positive,Significant threat,Official docs,0,Open to offers,5,Sometimes,Swift
R01514,2021,Russia,23,Woman,Associate degree,2,Student / Intern,Full-time,51-200,In-Office,27,4700,3,4,macOS,TypeScript;C++;C#;HTML/CSS;Python,Vue.js;Node.js;FastAPI;Svelte,SQLite;PostgreSQL;DynamoDB,Render;Azure,IntelliJ IDEA;PyCharm;VS Code,ChatGPT;Claude;v0;Cursor AI,Multiple times daily,12,Somewhat negative,No threat,ChatGPT/AI,1,Open to offers,3,Sometimes,Elixir;Go;HTMX
R01515,2025,Austria,25,Man,Bachelor's degree,3,Full-Stack Developer,Full-time,51-200,Hybrid,28,54900,4,5,macOS,Python;SQL,Angular;Flask;NestJS;Bootstrap,MongoDB;PostgreSQL;MySQL;Microsoft SQL Server,Google Cloud,VS Code;Visual Studio,Gemini;Codeium;Cursor AI,Daily,36,Very negative,Significant threat,Colleagues,0,Open to offers,3,Often,Elixir;Web3;Kubernetes
R01516,2025,Japan,47,Man,Self-taught / Bootcamp,12,Engineering Manager,Student,201-1000,Hybrid,24,0,3,3,macOS,Bash/Shell;Java;Python;Go;HTML/CSS,React,PostgreSQL;Elasticsearch;Microsoft SQL Server,Google Cloud;Azure;AWS,IntelliJ IDEA;VS Code;PyCharm,GitHub Copilot;Amazon CodeWhisperer;Claude,Daily,31,Somewhat positive,Significant threat,ChatGPT/AI,0,Actively looking,5,Rarely,Zig;TypeScript;Kubernetes
R01517,2026,United States,44,Man,Master's degree,22,Full-Stack Developer,Full-time,1-10,In-Office,32,220600,4,3,Windows,SQL;C++;Python;HTML/CSS,Vue.js,MySQL,AWS;Vercel;DigitalOcean,Visual Studio,,Daily,0,Very positive,No threat,Online courses,1,Open to offers,5,Sometimes,Kubernetes;AI/ML
R01518,2023,United States,38,Man,Master's degree,14,Back-End Developer,Full-time,51-200,Hybrid,31,162700,3,5,Windows,C#;R;SQL;TypeScript,TensorFlow,MongoDB;MySQL;Microsoft SQL Server;Redis,DigitalOcean,Vim/Neovim;PyCharm,Claude;Gemini;GitHub Copilot,Multiple times daily,54,Neutral,Significant threat,Online courses,0,Open to offers,5,Sometimes,Python
R01519,2024,France,50,Woman,Bachelor's degree,34,Freelancer / Consultant,Full-time,10000+,Remote,30,86100,3,5,Linux,Go;R;JavaScript,.NET,Firebase Realtime DB;PostgreSQL;Cassandra;Redis,Azure,IntelliJ IDEA;VS Code,GitHub Copilot;ChatGPT,Daily,48,Neutral,No threat,Colleagues,0,Open to offers,4,Often,AI/ML;HTMX
R01520,2023,Bangladesh,30,Woman,Bachelor's degree,0,Freelancer / Consultant,Full-time,51-200,Hybrid,34,4200,3,3,Windows,SQL;C#;JavaScript,Spring Boot,MySQL;CockroachDB;MongoDB,AWS,VS Code,,Daily,59,Somewhat negative,Moderate threat,YouTube,0,Open to offers,4,Sometimes,TypeScript;Elixir
R01521,2021,Canada,24,Man,Self-taught / Bootcamp,0,Full-Stack Developer,Full-time,11-50,Remote,26,30000,4,2,macOS,JavaScript;Python,Express;Node.js;PyTorch;Angular,SQLite;Supabase;Redis,Google Cloud;Cloudflare,IntelliJ IDEA;Sublime Text,ChatGPT;Claude;Tabnine;Codeium,Multiple times daily,40,Somewhat positive,Minimal threat,Online courses,1,Open to offers,5,Sometimes,Go;Zig;Kotlin
R01522,2025,Poland,28,Man,Bachelor's degree,8,Back-End Developer,Full-time,51-200,Hybrid,21,40400,3,5,macOS,Go;HTML/CSS;TypeScript;Python,Express;Node.js;Nuxt.js;jQuery;React,MongoDB;MySQL;PostgreSQL,Google Cloud,Android Studio;WebStorm,GitHub Copilot;ChatGPT,Daily,21,Somewhat positive,Moderate threat,ChatGPT/AI,1,Open to offers,5,Rarely,Python;Zig;Web3
R01523,2026,Kenya,33,Man,Bachelor's degree,2,Full-Stack Developer,Full-time,1001-5000,In-Office,31,8700,4,5,macOS,C#;C++;JavaScript;Rust;HTML/CSS,.NET,MongoDB;MySQL;MariaDB;Microsoft SQL Server,Azure;AWS,VS Code;IntelliJ IDEA;Android Studio,,Weekly,15,Neutral,Minimal threat,ChatGPT/AI,0,Not looking,4,Always,Rust;Kotlin;Go
R01524,2024,India,33,Woman,Bachelor's degree,15,Machine Learning Engineer,Part-time,5001-10000,Remote,30,36900,3,1,macOS,Kotlin;JavaScript;SQL;Python;HTML/CSS;PHP,jQuery,SQLite,Cloudflare,Xcode;WebStorm;VS Code,Gemini,Weekly,40,Neutral,Moderate threat,Online courses,0,Not looking,2,Sometimes,Kotlin;Python
R01525,2025,United States,31,Woman,Doctorate (PhD),9,Full-Stack Developer,Full-time,201-1000,Hybrid,23,181500,3,4,macOS,JavaScript;C++;SQL;Ruby;C#;Java,TensorFlow,PostgreSQL;Redis,Netlify;AWS,Vim/Neovim,ChatGPT;Gemini;Claude;GitHub Copilot,Multiple times daily,41,Somewhat positive,No threat,Books,0,Not looking,5,Sometimes,Zig;Web3;AI/ML
R01526,2023,Japan,47,Man,Master's degree,27,Front-End Developer,Full-time,1001-5000,Remote,33,93900,1,3,Linux,Python;Rust,Express;Spring Boot;Django,MongoDB;MariaDB;Cassandra,Netlify,WebStorm;VS Code,Windsurf;v0;GitHub Copilot,Multiple times daily,34,Neutral,Moderate threat,YouTube,0,Not looking,2,Sometimes,Swift;Web3
R01527,2022,United States,41,Man,High school,22,Mobile Developer,Unemployed,201-1000,Hybrid,42,0,4,2,Windows,Go;JavaScript;HTML/CSS;TypeScript,Next.js;Node.js,MySQL;Elasticsearch,Google Cloud;Fly.io;DigitalOcean,Visual Studio;VS Code,ChatGPT;Claude Code,Rarely,0,Somewhat positive,No threat,YouTube,1,Open to offers,3,Rarely,Swift;Go
R01528,2023,Switzerland,34,Man,Doctorate (PhD),14,Freelancer / Consultant,Full-time,1-10,Remote,28,239100,4,5,Linux,Kotlin,Express;Tailwind CSS;PyTorch,Microsoft SQL Server;Cassandra;Firebase Realtime DB,AWS;Azure;Cloudflare,VS Code;IntelliJ IDEA;Xcode,,Weekly,11,Somewhat positive,Moderate threat,YouTube,1,Open to offers,3,Sometimes,Python;Web3;TypeScript
R01529,2022,India,42,Man,Bachelor's degree,13,Data Engineer,Student,1-10,Hybrid,20,0,4,4,Linux,SQL;Python;JavaScript;HTML/CSS;Java;Bash/Shell,Angular,MySQL;DynamoDB;PostgreSQL;SQLite,Vercel;Render;Google Cloud,Vim/Neovim,,Multiple times daily,24,Somewhat positive,Significant threat,Official docs,1,Open to offers,5,Sometimes,Elixir
R01530,2025,Germany,29,Man,Bachelor's degree,5,Game Developer,Part-time,201-1000,Remote,31,54000,4,5,macOS,TypeScript;Dart;SQL;Zig,Tailwind CSS;Flask;Spring Boot;Nuxt.js;PyTorch,Microsoft SQL Server,Hetzner,Visual Studio;VS Code,Amazon CodeWhisperer,Rarely,0,Somewhat positive,Minimal threat,Online courses,0,Open to offers,5,Rarely,Web3
R01531,2023,India,30,Woman,Doctorate (PhD),13,Engineering Manager,Full-time,201-1000,Remote,32,42900,4,4,Windows,Python;C++;TypeScript;JavaScript;Bash/Shell,FastAPI;Django;jQuery;.NET,Cassandra;MySQL;SQLite,AWS;Google Cloud,PyCharm;VS Code;Visual Studio,Gemini,Monthly,13,Somewhat positive,Minimal threat,Stack Overflow,1,Not looking,4,Often,AI/ML;TypeScript;Zig
R01532,2024,United States,29,Man,Master's degree,3,Data Engineer,Full-time,1-10,Remote,25,78500,4,4,Windows,Go,jQuery;Tailwind CSS,MySQL,Heroku;Cloudflare,IntelliJ IDEA;VS Code;Sublime Text,Claude;ChatGPT,Weekly,9,Somewhat positive,Significant threat,Online courses,0,Open to offers,3,Sometimes,Python;Web3
R01533,2023,United States,23,Man,Some college,0,Back-End Developer,Student,201-1000,Hybrid,16,12080,5,5,Linux,Python;HTML/CSS;JavaScript;C#;SQL;TypeScript,.NET;Angular;Express,MySQL,Azure;Vercel;DigitalOcean,IntelliJ IDEA;Visual Studio,ChatGPT;GitHub Copilot;Gemini;Claude Code,Weekly,14,Very positive,No threat,Blogs,0,Actively looking,5,Always,Rust
R01534,2022,Indonesia,26,Man,Bachelor's degree,0,Full-Stack Developer,Full-time,51-200,Hybrid,27,5900,4,5,Linux,Python;Bash/Shell,Express;React,Firebase Realtime DB;ClickHouse,Google Cloud,Sublime Text,ChatGPT;GitHub Copilot;Cursor AI,Never,2,Very positive,No threat,Online courses,0,Open to offers,5,Rarely,Web3
R01535,2026,Turkey,35,Man,Bachelor's degree,15,DevOps / SRE,Unemployed,1001-5000,Remote,29,3880,5,5,macOS,JavaScript;Bash/Shell;C#,Flask;Bootstrap;Nuxt.js;Node.js,MongoDB,Cloudflare;AWS;DigitalOcean,IntelliJ IDEA,,Multiple times daily,16,Neutral,Moderate threat,Official docs,0,Actively looking,5,Sometimes,HTMX;Elixir
R01536,2020,Chile,23,Man,Associate degree,1,Student / Intern,Full-time,51-200,Hybrid,36,3200,3,2,Linux,C#;JavaScript;Python,.NET;FastAPI,SQLite,Cloudflare,IntelliJ IDEA,GitHub Copilot,Never,6,Somewhat positive,Moderate threat,YouTube,1,Actively looking,2,Sometimes,TypeScript;Rust;Elixir
R01537,2021,Germany,38,Man,Doctorate (PhD),22,Back-End Developer,Full-time,1001-5000,Remote,37,103900,4,5,Windows,HTML/CSS;JavaScript;Go;Python,React,Microsoft SQL Server;MariaDB;SQLite;Elasticsearch,AWS;Fly.io;Google Cloud,Eclipse;VS Code,Perplexity,Multiple times daily,30,Very positive,Moderate threat,Official docs,1,Open to offers,4,Often,Swift;Web3
R01538,2026,Germany,42,Man,Bachelor's degree,17,Machine Learning Engineer,Full-time,51-200,Hybrid,32,155600,4,5,macOS,Java;JavaScript;Python,Express;Vue.js;React,Oracle;PostgreSQL;SQLite,Azure;AWS;Vercel,VS Code,Amazon CodeWhisperer,Daily,41,Very negative,No threat,Online courses,1,Open to offers,4,Always,Zig
R01539,2021,Germany,18,Man,Self-taught / Bootcamp,1,Student / Intern,Full-time,1-10,In-Office,25,10700,4,4,macOS,Scala;Bash/Shell;C++;HTML/CSS;Python,Flutter;Laravel,Supabase;Cassandra,Azure,IntelliJ IDEA;Eclipse,Perplexity;ChatGPT;GitHub Copilot;Claude Code,Weekly,0,Very negative,Minimal threat,Online courses,0,Open to offers,2,Sometimes,AI/ML
R01540,2024,Philippines,28,Man,Bachelor's degree,7,Security Engineer,Full-time,201-1000,In-Office,23,11600,4,4,Linux,Ruby;Python;SQL,NestJS;Bootstrap;jQuery;PyTorch;Angular,SQLite,Vercel;Azure;AWS,VS Code,ChatGPT;Perplexity;GitHub Copilot,Rarely,11,Neutral,Significant threat,Online courses,0,Not looking,4,Rarely,Kubernetes;AI/ML;Zig
R01541,2024,Romania,18,Man,Self-taught / Bootcamp,2,QA / Test Engineer,Full-time,1-10,Hybrid,35,15400,3,3,Windows,JavaScript;Python;C;Zig;Lua;Swift,Angular;Flask,MongoDB,Cloudflare;Azure,VS Code;Android Studio;Visual Studio,ChatGPT;GitHub Copilot,Daily,18,Very positive,Minimal threat,Online courses,1,Actively looking,4,Often,Swift;Zig
R01542,2025,New Zealand,31,Man,Master's degree,6,Freelancer / Consultant,Student,51-200,Remote,22,15780,2,5,Windows,SQL;C;TypeScript;Python;R,jQuery,SQLite;MySQL,Azure,IntelliJ IDEA;PyCharm,Tabnine,Weekly,34,Somewhat positive,Significant threat,Stack Overflow,0,Not looking,5,Rarely,Python
R01543,2022,United States,39,Man,Bachelor's degree,19,Machine Learning Engineer,Freelance,10000+,Remote,19,183000,2,2,macOS,TypeScript;C++,Bootstrap;PyTorch;Node.js;Django;React,DynamoDB;Firebase Realtime DB;Redis,Azure,Vim/Neovim;IntelliJ IDEA;PyCharm,v0,Rarely,3,Somewhat positive,Significant threat,YouTube,0,Not looking,5,Often,HTMX;Rust
R01544,2021,Switzerland,21,Man,Bachelor's degree,0,Freelancer / Consultant,Part-time,201-1000,Hybrid,7,64200,3,4,macOS,HTML/CSS;SQL;Swift;C,Django;Next.js;Express,PostgreSQL;SQLite,Cloudflare;Azure;DigitalOcean,VS Code;Zed,GitHub Copilot,Multiple times daily,48,Somewhat positive,Moderate threat,Blogs,0,Not looking,1,Often,Rust;Zig;Elixir
R01545,2024,Sweden,18,Man,Master's degree,0,Student / Intern,Full-time,1-10,Hybrid,22,19300,2,4,Linux,Rust,Flask,SQLite;MySQL;Elasticsearch;PostgreSQL,AWS;Fly.io;DigitalOcean,VS Code;Vim/Neovim;IntelliJ IDEA,ChatGPT;GitHub Copilot,Daily,38,Very negative,Moderate threat,YouTube,0,Not looking,5,Rarely,Kubernetes
R01546,2024,Canada,19,Man,Self-taught / Bootcamp,0,Full-Stack Developer,Full-time,1-10,Hybrid,38,30600,1,4,Linux,Rust;TypeScript;Java;Python;Bash/Shell,Svelte;Node.js;.NET,Microsoft SQL Server,DigitalOcean,PyCharm,,Multiple times daily,31,Neutral,Significant threat,Online courses,0,Open to offers,5,Sometimes,Swift
R01547,2026,United States,25,Man,Bachelor's degree,0,Freelancer / Consultant,Full-time,10000+,Hybrid,41,49700,4,4,macOS,SQL;JavaScript;Python;HTML/CSS,Spring Boot;Laravel;jQuery,MongoDB,Netlify;AWS;Google Cloud,PyCharm;IntelliJ IDEA,Codeium;Claude Code;ChatGPT,Daily,22,Neutral,Significant threat,Official docs,0,Open to offers,5,Sometimes,Swift;Rust
R01548,2021,France,36,Man,Master's degree,14,Full-Stack Developer,Full-time,1-10,Hybrid,41,88600,2,3,macOS,Lua;Java;SQL;TypeScript,TensorFlow;Vue.js;FastAPI,MariaDB;PostgreSQL;DynamoDB,Cloudflare,VS Code;IntelliJ IDEA;Vim/Neovim,Cursor AI;ChatGPT;GitHub Copilot;Claude Code,Multiple times daily,50,Neutral,Moderate threat,Online courses,0,Not looking,4,Sometimes,TypeScript;HTMX
R01549,2020,United States,33,Man,Bachelor's degree,13,Machine Learning Engineer,Full-time,1-10,Hybrid,31,271600,4,5,Windows,C;HTML/CSS;Rust;Java;PHP,Flask;Django;Svelte;Node.js,DynamoDB,Google Cloud,PyCharm;Cursor,GitHub Copilot,Daily,56,Very positive,Significant threat,Official docs,1,Actively looking,5,Sometimes,Rust;AI/ML;Kubernetes
R01550,2025,Switzerland,18,Man,Self-taught / Bootcamp,0,Data Engineer,Freelance,51-200,In-Office,50,91400,4,4,macOS,Kotlin,Django;Node.js,MySQL;MongoDB;PostgreSQL,Railway;AWS;Vercel,IntelliJ IDEA;Visual Studio;VS Code,Claude Code,Multiple times daily,39,Neutral,Moderate threat,Online courses,0,Actively looking,3,Often,Go;Web3
R01551,2025,India,28,Man,Self-taught / Bootcamp,10,Embedded Developer,Part-time,10000+,Hybrid,20,25000,2,4,Windows,Python;JavaScript;Swift;C#,Svelte;Vue.js;jQuery;Bootstrap,SQLite;MySQL;PostgreSQL,Heroku;AWS;Azure,Visual Studio,ChatGPT;Cursor AI,Daily,51,Somewhat positive,Minimal threat,Online courses,1,Open to offers,3,Sometimes,Zig;Kubernetes
R01552,2025,Italy,28,Woman,Bachelor's degree,6,Full-Stack Developer,Full-time,51-200,Hybrid,44,39200,3,5,macOS,C#;HTML/CSS;Python,Tailwind CSS;Laravel;FastAPI;htmx;Flask,MySQL;Microsoft SQL Server;DynamoDB,Heroku;Cloudflare,VS Code;IntelliJ IDEA,GitHub Copilot,Daily,50,Very positive,Minimal threat,Books,0,Actively looking,2,Sometimes,Rust;Go
R01553,2023,Czech Republic,26,Woman,Bachelor's degree,3,Back-End Developer,Full-time,51-200,Hybrid,36,37700,2,3,Windows,SQL;C;R;Ruby,TensorFlow,MySQL;SQLite;PostgreSQL;Redis,DigitalOcean;AWS;Google Cloud,Sublime Text;Visual Studio,GitHub Copilot;ChatGPT;Windsurf,Multiple times daily,38,Very positive,No threat,ChatGPT/AI,0,Open to offers,5,Sometimes,Web3;Zig;HTMX
R01554,2024,China,30,Man,Bachelor's degree,14,Full-Stack Developer,Part-time,1001-5000,Remote,31,46800,3,2,Linux,Python;JavaScript,Flutter;Spring Boot;Laravel;.NET;Django,Microsoft SQL Server;Elasticsearch;PostgreSQL,Render;Heroku;Cloudflare,VS Code;Vim/Neovim,Tabnine;GitHub Copilot,Monthly,31,Very positive,Significant threat,Online courses,0,Open to offers,3,Never,Rust
R01555,2025,Canada,34,Woman,Associate degree,18,Embedded Developer,Full-time,51-200,In-Office,29,84000,3,4,Windows,SQL;TypeScript,.NET,DynamoDB,AWS,Visual Studio,Gemini;GitHub Copilot,Weekly,11,Very positive,Moderate threat,YouTube,0,Actively looking,5,Often,Swift;Web3;Elixir
R01556,2020,India,39,Man,Self-taught / Bootcamp,17,Game Developer,Full-time,51-200,In-Office,36,27900,5,3,macOS,R;C;Python;HTML/CSS;PHP;SQL,Next.js;Django,PostgreSQL;MySQL,Azure;AWS;Google Cloud,VS Code;WebStorm;Android Studio,Claude;GitHub Copilot;ChatGPT,Daily,31,Neutral,Will replace most devs,Official docs,0,Actively looking,4,Always,Elixir;TypeScript;Web3
R01557,2021,France,21,Man,Associate degree,0,Back-End Developer,Full-time,11-50,Hybrid,31,24500,4,4,Linux,TypeScript;Java;Python;Rust;SQL;JavaScript,.NET;React Native;Node.js,Cassandra;PostgreSQL;MongoDB,Vercel,VS Code;IntelliJ IDEA,ChatGPT,Weekly,21,Neutral,Minimal threat,Stack Overflow,1,Not looking,4,Always,Elixir
R01558,2025,Brazil,41,Man,Some college,16,Mobile Developer,Full-time,10000+,Remote,39,26200,4,4,macOS,HTML/CSS;Python;TypeScript;PHP;SQL;Ruby,Express;NestJS;PyTorch;Vue.js;Django,Firebase Realtime DB;Oracle,AWS;Cloudflare,Vim/Neovim;VS Code;Visual Studio,,Weekly,4,Very positive,Moderate threat,ChatGPT/AI,0,Open to offers,3,Often,Web3;Python
R01559,2026,India,34,Man,Associate degree,6,Back-End Developer,Freelance,51-200,In-Office,16,14100,4,3,Windows,Python;C;Java;Dart,PyTorch,MySQL;DynamoDB;Oracle,Azure,Xcode;Vim/Neovim,Claude Code;GitHub Copilot;Cursor AI;ChatGPT,Daily,57,Very positive,Significant threat,Online courses,0,Not looking,5,Sometimes,Web3;AI/ML;Zig
R01560,2022,Australia,36,Man,Associate degree,20,Full-Stack Developer,Full-time,11-50,Hybrid,26,94400,4,4,Linux,Rust;HTML/CSS;C++;C;JavaScript,NestJS;Tailwind CSS;Node.js,PostgreSQL;MySQL;Redis;Elasticsearch,Google Cloud,Cursor;VS Code;IntelliJ IDEA,Claude,Weekly,18,Very positive,Moderate threat,ChatGPT/AI,0,Open to offers,5,Often,Elixir;HTMX
R01561,2025,Romania,43,Man,Bachelor's degree,20,Full-Stack Developer,Part-time,201-1000,Remote,28,31300,2,3,Windows,SQL,Bootstrap;Laravel;Next.js;TensorFlow,Supabase,AWS,VS Code;Vim/Neovim;Cursor,GitHub Copilot;Amazon CodeWhisperer;Gemini;Codeium,Rarely,2,Neutral,No threat,Official docs,0,Open to offers,4,Rarely,Web3;Go;Zig
R01562,2025,Australia,31,Man,Master's degree,9,Full-Stack Developer,Full-time,51-200,Hybrid,45,97400,3,3,Windows,SQL;TypeScript;JavaScript;C;Python,React,SQLite,AWS;Azure,Android Studio;Vim/Neovim,Windsurf;Codeium;Perplexity;v0,Never,6,Very positive,Minimal threat,Official docs,0,Open to offers,5,Often,Zig
R01563,2021,United States,27,Man,Bachelor's degree,7,Full-Stack Developer,Full-time,10000+,Hybrid,31,102200,4,4,Linux,Lua;C#;Java;Kotlin;Swift;TypeScript,Vue.js;Tailwind CSS;Node.js,Redis;MySQL,DigitalOcean;Vercel,Android Studio;PyCharm,Claude Code;Claude;v0,Never,11,Somewhat negative,Significant threat,Stack Overflow,0,Actively looking,4,Rarely,Web3;Kubernetes
R01564,2026,India,31,Man,Self-taught / Bootcamp,5,Back-End Developer,Full-time,10000+,Remote,46,10000,4,4,macOS,SQL;TypeScript;C#;Dart;Elixir,.NET;PyTorch,MySQL;MariaDB;MongoDB;Neo4j,Cloudflare;AWS;Google Cloud,PyCharm,,Daily,27,Somewhat positive,Moderate threat,Online courses,1,Open to offers,5,Often,Rust
R01565,2024,Spain,22,Man,Self-taught / Bootcamp,0,Front-End Developer,Full-time,11-50,Hybrid,37,22600,3,4,Windows,C#;SQL;C,Spring Boot;Flask,MySQL;SQLite,Heroku;AWS,VS Code;PyCharm;Sublime Text,,Multiple times daily,47,Neutral,Minimal threat,Online courses,1,Open to offers,5,Sometimes,Go;Python;Web3
R01566,2026,United Kingdom,30,Man,Master's degree,11,Full-Stack Developer,Student,201-1000,Hybrid,17,13480,3,4,Linux,Bash/Shell,Vue.js;React;Bootstrap;Tailwind CSS;PyTorch,MongoDB,Google Cloud;AWS,IntelliJ IDEA;Visual Studio,ChatGPT,Multiple times daily,40,Neutral,Minimal threat,Stack Overflow,0,Open to offers,4,Always,Zig
R01567,2025,Japan,20,Man,Bachelor's degree,0,Full-Stack Developer,Full-time,201-1000,In-Office,34,19700,5,4,Linux,C#,Vue.js,MySQL;MongoDB;DynamoDB,Hetzner;Google Cloud;Cloudflare,Android Studio,v0,Weekly,18,Neutral,Moderate threat,ChatGPT/AI,0,Not looking,4,Often,Kotlin
R01568,2026,India,29,Man,Master's degree,10,Mobile Developer,Full-time,11-50,Hybrid,27,30300,4,5,Windows,PHP,React;Node.js;Tailwind CSS,Redis;Oracle;MySQL;SQLite,AWS;Hetzner;Azure,Vim/Neovim,GitHub Copilot;ChatGPT,Daily,12,Very positive,Minimal threat,YouTube,0,Open to offers,5,Always,Go;HTMX;Web3
R01569,2024,Italy,33,Man,Bachelor's degree,9,Front-End Developer,Full-time,201-1000,Hybrid,42,59800,4,5,Windows,Python;Java;C++;SQL;JavaScript;Bash/Shell,Tailwind CSS,Microsoft SQL Server;PostgreSQL;MySQL;MongoDB,Railway;Azure,IntelliJ IDEA;VS Code;Cursor,,Weekly,11,Somewhat negative,No threat,Colleagues,0,Not looking,5,Never,Swift;HTMX;AI/ML
R01570,2023,India,27,Man,Bachelor's degree,8,Back-End Developer,Full-time,11-50,Hybrid,25,19200,4,5,macOS,C#;Lua,Flask;Ruby on Rails;Vue.js;React Native,SQLite;MongoDB;PostgreSQL,AWS;Azure;DigitalOcean,WebStorm,Cursor AI,Monthly,7,Somewhat positive,Minimal threat,YouTube,0,Open to offers,1,Sometimes,TypeScript
